loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti
8000,8000,7983.993379,36,5.79,242.62,A,A2,2,RENT,51000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,16.94
25000,25000,24975.0,36,10.74,815.4,B,B4,4,MORTGAGE,130000.0,Verified,Jan-11,Fully Paid,debt_consolidation,14.3
15000,15000,15000.0,60,13.43,344.61,C,C3,10,MORTGAGE,56000.0,Verified,Jan-11,Fully Paid,credit_card,21.15
15000,15000,15000.0,36,15.28,522.04,D,D3,10,OWN,120000.0,Verified,Jan-11,Fully Paid,home_improvement,1.69
6000,6000,5983.873723,36,5.42,180.96,A,A1,9,RENT,54000.0,Not Verified,Jan-11,Fully Paid,major_purchase,2.29
20000,20000,19475.0,36,10.37,648.83,B,B3,5,MORTGAGE,165000.0,Verified,Jan-11,Fully Paid,credit_card,8.0
10500,10500,10500.0,60,11.11,228.88,B,B5,5,OWN,36168.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,17.95
10500,10500,10500.0,36,9.63,336.99,B,B1,1,RENT,75000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,15.17
8400,8400,8400.0,60,15.28,201.08,D,D3,1,MORTGAGE,28303.19,Source Verified,Jan-11,Fully Paid,credit_card,19.84
25000,25000,24975.0,60,15.65,603.32,D,D4,6,MORTGAGE,105000.0,Verified,Jan-11,Fully Paid,credit_card,16.75
1500,1500,1500.0,36,9.63,48.15,B,B1,10,MORTGAGE,35000.0,Source Verified,Jan-11,Fully Paid,home_improvement,8.5
25000,25000,25000.0,36,14.54,861.02,D,D1,8,MORTGAGE,88000.0,Verified,Jan-11,Fully Paid,debt_consolidation,23.65
8000,8000,7983.935547,36,6.92,246.73,A,A3,10,MORTGAGE,65416.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,10.07
5500,5500,5500.0,36,10.74,179.39,B,B4,10,MORTGAGE,60000.0,Not Verified,Jan-11,Fully Paid,credit_card,15.62
12000,12000,12000.0,60,15.65,289.59,D,D4,3,MORTGAGE,45000.0,Not Verified,Jan-11,Charged Off,credit_card,17.28
25000,25000,24847.33979,60,17.14,623.2,E,E3,1,RENT,105000.0,Verified,Jan-11,Fully Paid,debt_consolidation,9.61
4000,4000,4000.0,36,14.54,137.77,D,D1,2,RENT,42000.0,Not Verified,Jan-11,Fully Paid,credit_card,2.09
5000,5000,5000.0,60,16.77,123.65,E,E2,10,MORTGAGE,70000.0,Verified,Jan-11,Fully Paid,small_business,2.93
10000,10000,10000.0,36,10.37,324.42,B,B3,10,RENT,43200.0,Source Verified,Jan-11,Charged Off,debt_consolidation,9.97
10000,10000,10000.0,60,18.62,257.32,F,F2,10,MORTGAGE,140000.0,Not Verified,Jan-11,Fully Paid,credit_card,23.77
12000,12000,12000.0,60,18.25,306.36,F,F1,7,MORTGAGE,60000.0,Not Verified,Jan-11,Charged Off,debt_consolidation,18.34
20000,20000,19475.0,36,9.25,638.33,B,B2,10,RENT,92407.0,Verified,Jan-11,Fully Paid,medical,0.43
25000,25000,24975.0,36,20.11,930.5,G,G1,6,MORTGAGE,130000.0,Verified,Jan-11,Fully Paid,small_business,19.08
10000,10000,10000.0,36,7.29,310.1,A,A4,5,RENT,81996.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,19.07
14000,14000,13817.3987,60,12.68,316.26,C,C1,4,MORTGAGE,42500.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,10.08
12000,12000,12000.0,36,11.11,393.5,B,B5,1,RENT,39000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,21.45
12000,12000,12000.0,36,16.4,424.26,E,E1,5,MORTGAGE,93000.0,Verified,Jan-11,Fully Paid,debt_consolidation,14.63
14000,14000,14000.0,36,13.8,477.13,C,C4,5,RENT,65000.0,Not Verified,Jan-11,Charged Off,small_business,6.85
10000,10000,10000.0,36,9.63,320.94,B,B1,4,RENT,43000.0,Not Verified,Jan-11,Fully Paid,credit_card,10.72
3600,3600,3600.0,36,14.91,124.64,D,D2,10,RENT,90000.0,Verified,Jan-11,Fully Paid,moving,10.03
8000,8000,7949.978977,36,7.29,248.08,A,A4,4,RENT,19800.0,Verified,Jan-11,Fully Paid,credit_card,20.0
8000,8000,8000.0,60,11.11,174.38,B,B5,10,MORTGAGE,37000.0,Source Verified,Jan-11,Fully Paid,credit_card,14.85
10000,10000,10000.0,36,13.8,340.81,C,C4,6,RENT,48000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,14.9
12000,12000,11975.0,36,7.66,374.16,A,A5,2,MORTGAGE,63000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,14.25
13000,13000,12983.93561,36,6.92,400.93,A,A3,3,RENT,37000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,24.68
5000,5000,4500.0,36,12.68,167.71,C,C1,6,MORTGAGE,35000.0,Source Verified,Jan-11,Fully Paid,major_purchase,6.65
6000,6000,6000.0,60,11.11,130.79,B,B5,4,RENT,31200.0,Source Verified,Jan-11,Charged Off,debt_consolidation,21.92
5000,5000,5000.0,36,14.54,172.21,D,D1,2,RENT,36000.0,Source Verified,Jan-11,Charged Off,other,6.37
7000,7000,7000.0,36,10.0,225.88,B,B2,4,MORTGAGE,29500.0,Source Verified,Jan-11,Charged Off,credit_card,19.4
11200,11200,11200.0,60,14.91,265.92,D,D2,2,RENT,70000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,10.51
7000,7000,6933.870557,36,6.92,215.89,A,A3,2,RENT,28608.0,Verified,Jan-11,Fully Paid,credit_card,15.1
20000,20000,18725.0,60,14.91,474.86,D,D2,10,MORTGAGE,165000.0,Verified,Jan-11,Fully Paid,credit_card,12.18
3000,3000,3000.0,36,10.0,96.81,B,B2,2,RENT,31000.0,Not Verified,Jan-11,Fully Paid,credit_card,22.99
8000,8000,8000.0,60,17.14,199.43,E,E3,3,RENT,51000.0,Not Verified,Jan-11,Fully Paid,credit_card,20.99
15000,15000,15000.0,60,14.91,356.15,D,D2,5,RENT,40000.0,Source Verified,Jan-11,Fully Paid,other,12.66
7000,7000,7000.0,36,10.0,225.88,B,B2,10,MORTGAGE,59020.51,Verified,Jan-11,Fully Paid,debt_consolidation,19.8
10400,10400,10400.0,36,7.66,324.27,A,A5,4,RENT,36000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,9.87
4500,4500,4500.0,60,7.66,90.52,A,A5,2,MORTGAGE,45600.0,Source Verified,Jan-11,Fully Paid,car,11.47
16750,16750,16725.0,60,19.74,441.36,F,F5,5,RENT,48000.0,Verified,Jan-11,Fully Paid,debt_consolidation,19.65
11500,11500,10975.0,36,10.0,371.08,B,B2,2,RENT,92259.0,Verified,Jan-11,Fully Paid,debt_consolidation,14.48
16000,16000,15810.76029,60,15.28,383.0,D,D3,1,RENT,26412.0,Verified,Jan-11,Fully Paid,debt_consolidation,7.86
8000,8000,7984.172225,36,7.66,249.44,A,A5,9,RENT,56004.0,Not Verified,Jan-11,Fully Paid,other,10.03
12000,12000,11950.0,36,7.29,372.12,A,A4,5,MORTGAGE,122000.0,Verified,Jan-11,Fully Paid,debt_consolidation,5.1
10000,10000,10000.0,36,16.4,353.55,E,E1,1,RENT,110000.0,Source Verified,Jan-11,Fully Paid,credit_card,12.62
3000,3000,3000.0,36,7.29,93.03,A,A4,2,RENT,70000.0,Not Verified,Jan-11,Fully Paid,car,4.27
12000,12000,12000.0,36,13.06,404.68,C,C2,1,RENT,65400.0,Source Verified,Jan-11,Fully Paid,credit_card,17.71
12250,12250,12250.0,36,7.29,379.88,A,A4,4,RENT,32000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,25.16
21000,21000,14350.0,60,16.77,519.32,E,E2,5,MORTGAGE,120000.0,Source Verified,Jan-11,Fully Paid,credit_card,13.51
6075,6075,6075.0,36,10.0,196.03,B,B2,9,RENT,50000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,7.49
24250,24250,22975.0,60,18.62,624.0,F,F2,2,RENT,60000.0,Verified,Jan-11,Fully Paid,debt_consolidation,22.74
8000,8000,8000.0,60,16.4,196.25,E,E1,9,RENT,36996.0,Source Verified,Jan-11,Charged Off,debt_consolidation,17.48
1000,1000,1000.0,36,5.79,30.33,A,A2,1,RENT,30000.0,Source Verified,Jan-11,Fully Paid,major_purchase,2.12
25000,25000,23583.41013,60,16.4,613.28,E,E1,6,RENT,119400.0,Source Verified,Jan-11,Charged Off,debt_consolidation,3.33
2850,2850,2850.0,60,9.63,60.04,B,B1,10,RENT,16176.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,18.62
2400,2400,2400.0,36,16.02,84.41,D,D5,2,MORTGAGE,45868.0,Not Verified,Jan-11,Fully Paid,major_purchase,18.1
7000,7000,6983.935526,36,6.92,215.89,A,A3,1,MORTGAGE,43000.0,Source Verified,Jan-11,Fully Paid,credit_card,12.08
7000,7000,7000.0,60,10.37,150.01,B,B3,1,RENT,60000.0,Not Verified,Jan-11,Fully Paid,car,12.18
8400,8400,8400.0,60,10.37,180.01,B,B3,10,RENT,31000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,9.41
10000,10000,10000.0,36,10.74,326.16,B,B4,10,MORTGAGE,65000.0,Not Verified,Jan-11,Fully Paid,small_business,22.74
12000,12000,12000.0,36,7.29,372.12,A,A4,7,RENT,57000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,23.35
7200,7200,7200.0,60,16.4,176.63,E,E1,10,MORTGAGE,42307.2,Not Verified,Jan-11,Fully Paid,other,1.67
25000,25000,23755.88475,60,17.14,623.2,E,E3,4,RENT,67200.0,Source Verified,Jan-11,Fully Paid,medical,17.48
2000,2000,2000.0,60,13.06,45.57,C,C2,10,MORTGAGE,42000.0,Not Verified,Jan-11,Fully Paid,medical,24.83
10000,10000,10000.0,36,7.66,311.8,A,A5,8,MORTGAGE,96000.0,Not Verified,Jan-11,Charged Off,other,17.65
20000,20000,19975.0,60,15.28,478.75,D,D3,10,OWN,53000.0,Verified,Jan-11,Fully Paid,home_improvement,8.54
25000,25000,24849.39229,36,11.11,819.78,B,B5,2,RENT,60000.0,Verified,Jan-11,Fully Paid,debt_consolidation,22.5
8000,8000,8000.0,60,13.43,183.8,C,C3,8,MORTGAGE,96000.0,Not Verified,Jan-11,Charged Off,car,11.22
10000,10000,9975.0,36,7.66,311.8,A,A5,10,MORTGAGE,62316.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,18.95
15000,15000,14975.0,60,11.11,326.96,B,B5,2,RENT,63266.0,Verified,Jan-11,Fully Paid,credit_card,9.1
12000,12000,12000.0,60,17.14,299.14,E,E3,10,OWN,45000.0,Not Verified,Jan-11,Fully Paid,house,9.07
20000,20000,19500.0,36,10.37,648.83,B,B3,1,MORTGAGE,500000.0,Source Verified,Jan-11,Fully Paid,home_improvement,8.71
20000,20000,19975.0,36,11.11,655.82,B,B5,8,RENT,54000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,15.64
3600,3600,3600.0,36,13.8,122.7,C,C4,5,RENT,50000.0,Source Verified,Jan-11,Fully Paid,major_purchase,13.87
15000,15000,15000.0,36,18.99,549.77,F,F3,5,RENT,79000.0,Verified,Jan-11,Fully Paid,debt_consolidation,15.51
5500,5500,5500.0,36,17.14,196.48,E,E3,5,RENT,36000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,9.77
4800,4800,4783.873683,36,5.42,144.77,A,A1,4,MORTGAGE,89602.0,Source Verified,Jan-11,Fully Paid,medical,20.17
9000,9000,9000.0,60,17.14,224.36,E,E3,10,RENT,60000.0,Verified,Jan-11,Charged Off,debt_consolidation,20.16
8000,8000,8000.0,36,7.66,249.44,A,A5,5,MORTGAGE,60000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,2.14
8600,8600,8600.0,60,10.74,185.88,B,B4,1,MORTGAGE,54000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,23.18
3000,3000,3000.0,60,15.28,71.82,D,D3,3,RENT,22000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,19.91
5000,5000,5000.0,36,16.77,177.7,E,E2,2,RENT,27000.0,Source Verified,Jan-11,Fully Paid,major_purchase,12.31
5000,5000,5000.0,36,9.63,160.47,B,B1,3,RENT,35000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,12.48
5000,5000,4975.0,60,15.65,120.67,D,D4,3,MORTGAGE,52000.0,Source Verified,Jan-11,Fully Paid,major_purchase,0.23
25000,25000,24846.78934,60,18.25,638.25,F,F1,10,MORTGAGE,135000.0,Verified,Jan-11,Fully Paid,debt_consolidation,23.53
14000,14000,14000.0,60,18.99,363.1,F,F3,10,MORTGAGE,105946.0,Source Verified,Jan-11,Fully Paid,credit_card,14.68
16000,16000,15975.0,60,17.88,405.26,E,E5,4,RENT,75108.0,Verified,Jan-11,Charged Off,debt_consolidation,13.71
25000,25000,24975.0,60,17.14,623.2,E,E3,2,RENT,82000.0,Verified,Jan-11,Fully Paid,debt_consolidation,21.98
12000,12000,11771.99449,36,7.29,372.12,A,A4,7,MORTGAGE,73000.0,Verified,Jan-11,Fully Paid,debt_consolidation,5.06
15000,15000,15000.0,60,16.02,364.94,D,D5,3,RENT,60000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,9.94
5500,5500,5475.0,36,6.92,169.63,A,A3,3,RENT,45000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,16.83
10000,10000,9882.858904,36,6.92,308.41,A,A3,1,RENT,50000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,15.24
17500,17500,17500.0,60,15.28,418.91,D,D3,9,RENT,60500.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,29.63
4000,4000,4000.0,60,9.63,84.27,B,B1,3,MORTGAGE,36000.0,Not Verified,Jan-11,Fully Paid,wedding,2.43
8000,8000,8000.0,36,7.29,248.08,A,A4,1,RENT,66000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,10.76
15000,15000,14950.0,36,13.43,508.53,C,C3,4,RENT,69996.0,Verified,Jan-11,Fully Paid,debt_consolidation,12.69
5000,5000,5000.0,36,14.54,172.21,D,D1,1,RENT,66000.0,Not Verified,Jan-11,Charged Off,credit_card,2.15
5000,5000,4975.0,60,10.37,107.15,B,B3,10,MORTGAGE,100000.0,Source Verified,Jan-11,Fully Paid,car,1.72
7500,7500,7500.0,36,7.29,232.58,A,A4,4,MORTGAGE,45000.0,Source Verified,Jan-11,Fully Paid,home_improvement,18.61
6475,6475,6432.241561,36,5.42,195.29,A,A1,1,RENT,30000.0,Verified,Jan-11,Fully Paid,credit_card,7.2
10000,10000,9975.0,36,10.37,324.42,B,B3,10,RENT,30000.0,Verified,Jan-11,Charged Off,debt_consolidation,20.88
5000,5000,5000.0,36,9.63,160.47,B,B1,8,RENT,40000.0,Not Verified,Jan-11,Charged Off,credit_card,3.39
1200,1200,1200.0,36,7.29,37.22,A,A4,1,RENT,14400.0,Source Verified,Jan-11,Fully Paid,credit_card,26.83
10000,10000,9907.474098,36,6.92,308.41,A,A3,3,RENT,24000.0,Verified,Jan-11,Fully Paid,debt_consolidation,18.25
12000,12000,11500.0,36,9.63,385.13,B,B1,8,MORTGAGE,105000.0,Source Verified,Jan-11,Fully Paid,credit_card,17.7
9600,9600,9550.0,36,5.79,291.14,A,A2,3,OWN,39000.0,Source Verified,Jan-11,Fully Paid,home_improvement,7.14
5000,5000,5000.0,36,13.06,168.62,C,C2,1,RENT,22992.0,Source Verified,Jan-11,Charged Off,debt_consolidation,21.56
10000,10000,10000.0,36,12.68,335.41,C,C1,1,MORTGAGE,80000.0,Source Verified,Jan-11,Fully Paid,small_business,9.48
12000,12000,12000.0,60,10.37,257.16,B,B3,1,MORTGAGE,66000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,13.91
15200,15200,15175.0,60,15.28,363.85,D,D3,1,RENT,85000.0,Not Verified,Jan-11,Fully Paid,credit_card,5.76
12000,12000,12000.0,36,11.11,393.5,B,B5,3,OWN,69996.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,15.05
8000,8000,8000.0,36,11.11,262.33,B,B5,2,RENT,36000.0,Source Verified,Jan-11,Charged Off,debt_consolidation,22.83
7200,7200,7133.873618,36,5.42,217.16,A,A1,1,RENT,90000.0,Source Verified,Jan-11,Fully Paid,credit_card,14.83
13000,13000,12975.0,60,10.74,280.97,B,B4,6,MORTGAGE,61000.0,Verified,Jan-11,Fully Paid,debt_consolidation,28.82
11200,11200,9828.884795,36,5.79,339.67,A,A2,4,RENT,30852.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,14.31
6000,6000,5983.873723,36,5.42,180.96,A,A1,10,MORTGAGE,120000.0,Not Verified,Jan-11,Fully Paid,major_purchase,20.88
5550,5550,5550.0,36,10.37,180.05,B,B3,2,OWN,14400.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,5.08
2000,2000,2000.0,36,9.63,64.19,B,B1,8,RENT,60000.0,Not Verified,Jan-11,Fully Paid,credit_card,21.74
16000,16000,16000.0,36,10.0,516.28,B,B2,2,RENT,45000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,4.51
6000,6000,6000.0,36,11.11,196.75,B,B5,9,MORTGAGE,80000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,15.63
12000,12000,11983.9356,36,6.92,370.09,A,A3,10,MORTGAGE,90000.0,Not Verified,Jan-11,Fully Paid,credit_card,10.37
7000,7000,6975.0,60,15.28,167.57,D,D3,1,MORTGAGE,140820.0,Source Verified,Jan-11,Fully Paid,car,4.19
25000,25000,25000.0,60,20.11,663.88,G,G1,10,MORTGAGE,151000.0,Source Verified,Jan-11,Fully Paid,credit_card,16.26
6200,6200,6183.873601,36,5.42,187.0,A,A1,9,RENT,44000.0,Not Verified,Jan-11,Fully Paid,car,2.97
25000,25000,24950.0,60,16.69,617.16,E,E3,10,MORTGAGE,87100.0,Verified,Jan-11,Fully Paid,credit_card,18.39
20000,20000,19975.0,36,15.28,696.06,D,D3,10,RENT,99000.0,Verified,Jan-11,Fully Paid,credit_card,8.99
9600,9600,9600.0,60,16.02,233.56,D,D5,1,RENT,24000.0,Not Verified,Jan-11,Charged Off,credit_card,12.35
9000,9000,8950.0,36,7.66,280.62,A,A5,1,RENT,50200.0,Source Verified,Jan-11,Fully Paid,credit_card,11.64
16000,16000,15975.0,36,11.11,524.66,B,B5,10,RENT,93000.0,Not Verified,Jan-11,Fully Paid,credit_card,24.32
12000,12000,11984.17222,36,7.66,374.16,A,A5,6,MORTGAGE,97000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,18.62
8000,8000,7517.851969,36,6.92,246.73,A,A3,10,MORTGAGE,65200.0,Verified,Jan-11,Fully Paid,major_purchase,8.04
6000,6000,6000.0,60,16.4,147.19,E,E1,5,MORTGAGE,63996.0,Verified,Jan-11,Fully Paid,debt_consolidation,15.77
9800,9800,9800.0,60,12.68,221.38,C,C1,3,MORTGAGE,41000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,28.19
9000,9000,9000.0,60,12.68,203.31,C,C1,5,MORTGAGE,95000.0,Source Verified,Jan-11,Fully Paid,small_business,1.71
7750,7750,7725.0,60,16.4,190.12,E,E1,10,RENT,36000.0,Not Verified,Jan-11,Fully Paid,credit_card,21.6
12000,12000,11975.0,36,13.06,404.68,C,C2,3,MORTGAGE,73000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,8.83
25000,25000,24925.0,60,14.91,593.57,D,D2,5,MORTGAGE,300000.0,Verified,Jan-11,Fully Paid,medical,9.7
13500,13500,13000.0,36,10.0,435.61,B,B2,5,MORTGAGE,94500.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,17.54
20000,20000,19975.0,60,14.91,474.86,D,D2,9,OWN,48135.0,Verified,Jan-11,Fully Paid,credit_card,10.9
5025,5025,5025.0,36,13.43,170.36,C,C3,2,RENT,40000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,8.22
2500,2500,2475.0,36,7.29,77.53,A,A4,1,MORTGAGE,60000.0,Verified,Jan-11,Fully Paid,credit_card,12.5
8000,8000,8000.0,36,10.0,258.14,B,B2,10,MORTGAGE,70000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,13.59
11200,11200,11125.0,36,6.92,345.42,A,A3,2,RENT,86700.0,Verified,Jan-11,Fully Paid,credit_card,24.9
19875,19875,19850.0,60,16.02,483.54,D,D5,1,MORTGAGE,91520.0,Verified,Jan-11,Fully Paid,debt_consolidation,22.22
9000,9000,9000.0,36,18.25,326.51,F,F1,10,MORTGAGE,100000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,19.21
20000,20000,18919.29397,36,11.11,655.82,B,B5,10,RENT,44000.0,Verified,Jan-11,Charged Off,small_business,17.67
8400,8400,8400.0,36,14.91,290.82,D,D2,3,RENT,33144.0,Source Verified,Jan-11,Fully Paid,other,3.48
12675,12675,12625.0,60,11.11,276.29,B,B5,2,RENT,46800.0,Verified,Jan-11,Fully Paid,credit_card,25.23
10000,10000,10000.0,36,15.65,349.85,D,D4,4,MORTGAGE,61000.0,Verified,Jan-11,Fully Paid,credit_card,21.36
9500,9500,9475.0,36,10.0,306.54,B,B2,10,MORTGAGE,90000.0,Verified,Jan-11,Fully Paid,debt_consolidation,7.64
14550,14325,13549.55022,36,7.29,444.22,A,A4,4,MORTGAGE,106500.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,22.43
2500,2500,2475.0,60,14.91,59.36,D,D2,3,RENT,34800.0,Source Verified,Jan-11,Fully Paid,car,21.17
6000,6000,6000.0,36,12.23,199.95,C,C1,3,RENT,22600.0,Verified,Jan-11,Fully Paid,debt_consolidation,1.96
6000,6000,5975.0,36,10.74,195.7,B,B4,1,RENT,56000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,18.11
12000,12000,12000.0,60,11.11,261.57,B,B5,2,RENT,65000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,12.39
6000,6000,6000.0,36,10.0,193.61,B,B2,7,RENT,86000.0,Source Verified,Jan-11,Fully Paid,home_improvement,21.88
5500,5500,5500.0,36,14.91,190.42,D,D2,2,RENT,21700.0,Source Verified,Jan-11,Charged Off,debt_consolidation,18.3
17500,17500,17475.0,60,10.74,378.23,B,B4,1,MORTGAGE,91000.0,Verified,Jan-11,Fully Paid,debt_consolidation,16.29
1500,1500,1500.0,36,10.0,48.41,B,B2,1,RENT,35000.0,Not Verified,Jan-11,Fully Paid,credit_card,11.07
25000,23800,23775.0,60,16.02,579.03,D,D5,2,RENT,96000.0,Verified,Jan-11,Fully Paid,major_purchase,11.68
7000,7000,7000.0,36,5.79,212.29,A,A2,5,RENT,48000.0,Not Verified,Jan-11,Fully Paid,credit_card,16.52
12000,12000,12000.0,60,17.51,301.54,E,E4,10,RENT,70000.0,Not Verified,Jan-11,Charged Off,other,20.69
6800,6800,6775.0,36,6.92,209.72,A,A3,9,RENT,47818.68,Not Verified,Jan-11,Fully Paid,medical,23.31
14400,14400,13953.23074,60,10.37,308.59,B,B3,9,RENT,53040.0,Not Verified,Jan-11,Fully Paid,credit_card,20.54
16000,16000,15975.0,60,16.02,389.26,D,D5,4,OWN,36000.0,Not Verified,Jan-11,Fully Paid,major_purchase,7.1
8000,8000,8000.0,36,13.8,272.65,C,C4,10,RENT,44000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,20.13
10000,10000,9975.0,36,10.37,324.42,B,B3,6,OWN,28000.0,Verified,Jan-11,Fully Paid,debt_consolidation,18.09
7200,7200,7200.0,60,13.8,166.79,C,C4,3,MORTGAGE,48000.0,Verified,Jan-11,Fully Paid,debt_consolidation,22.59
2300,2300,2300.0,36,11.11,75.42,B,B5,1,RENT,25920.0,Source Verified,Jan-11,Fully Paid,other,22.22
6000,6000,6000.0,36,7.29,186.06,A,A4,4,RENT,70000.0,Source Verified,Jan-11,Fully Paid,car,16.78
10000,10000,9975.0,60,16.77,247.3,E,E2,4,MORTGAGE,42000.0,Verified,Jan-11,Fully Paid,house,4.51
6000,6000,6000.0,36,10.37,194.65,B,B3,3,RENT,59000.0,Not Verified,Jan-11,Fully Paid,major_purchase,13.91
5000,5000,4958.935458,36,6.92,154.21,A,A3,5,RENT,25000.0,Verified,Jan-11,Fully Paid,vacation,18.53
14000,14000,14000.0,36,16.4,494.97,E,E1,10,MORTGAGE,70000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,5.42
3000,3000,3000.0,36,5.79,90.99,A,A2,10,RENT,120390.0,Verified,Jan-11,Fully Paid,major_purchase,10.62
15000,15000,14975.0,60,11.11,326.96,B,B5,5,MORTGAGE,77000.0,Verified,Jan-11,Fully Paid,wedding,8.18
20000,20000,18900.0,60,15.95,485.83,E,E1,5,RENT,50000.0,Source Verified,Jan-11,Fully Paid,home_improvement,4.39
1200,1200,1200.0,36,10.74,39.14,B,B4,10,MORTGAGE,64000.0,Source Verified,Jan-11,Fully Paid,home_improvement,1.89
10000,10000,9950.0,36,9.63,320.94,B,B1,9,RENT,75000.0,Source Verified,Jan-11,Fully Paid,renewable_energy,13.58
9000,9000,8975.0,36,13.06,303.51,C,C2,10,RENT,42000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,11.46
7000,7000,7000.0,60,11.11,152.59,B,B5,2,RENT,28800.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,19.75
12000,12000,11475.0,36,10.74,391.39,B,B4,4,RENT,46000.0,Source Verified,Jan-11,Fully Paid,credit_card,18.86
12000,12000,12000.0,60,10.37,257.16,B,B3,5,RENT,70000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,16.23
9150,9150,9150.0,60,7.66,184.05,A,A5,10,MORTGAGE,70632.0,Verified,Jan-11,Fully Paid,debt_consolidation,21.54
17600,17600,17549.22219,36,10.74,574.04,B,B4,4,RENT,65500.0,Verified,Jan-11,Fully Paid,debt_consolidation,19.51
5000,5000,4983.873723,36,5.42,150.8,A,A1,7,RENT,42000.0,Not Verified,Jan-11,Fully Paid,major_purchase,15.26
25000,25000,24975.0,60,16.02,608.22,D,D5,10,MORTGAGE,117000.0,Verified,Jan-11,Fully Paid,debt_consolidation,16.83
10000,10000,10000.0,36,10.74,326.16,B,B4,6,MORTGAGE,120000.0,Source Verified,Jan-11,Fully Paid,small_business,23.15
4000,4000,4000.0,60,12.68,90.36,C,C1,5,RENT,20000.0,Not Verified,Jan-11,Charged Off,small_business,12.96
10000,10000,10000.0,36,10.74,326.16,B,B4,4,MORTGAGE,135000.0,Not Verified,Jan-11,Fully Paid,credit_card,12.91
5000,5000,4975.0,36,10.37,162.21,B,B3,10,MORTGAGE,38400.0,Verified,Jan-11,Charged Off,medical,0.78
16000,16000,15975.0,60,15.28,383.0,D,D3,10,MORTGAGE,90000.0,Verified,Jan-11,Charged Off,debt_consolidation,17.53
12000,12000,12000.0,36,7.66,374.16,A,A5,1,RENT,125000.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,9.57
20000,20000,19975.0,36,18.25,725.56,F,F1,1,RENT,90000.0,Verified,Jan-11,Fully Paid,debt_consolidation,7.47
2500,2500,2500.0,36,10.37,81.11,B,B3,10,MORTGAGE,37000.0,Not Verified,Jan-11,Fully Paid,vacation,4.38
15000,15000,14475.0,36,10.37,486.62,B,B3,2,RENT,200000.0,Verified,Jan-11,Fully Paid,moving,2.96
3600,3600,3575.0,60,10.37,77.15,B,B3,10,MORTGAGE,70000.0,Not Verified,Jan-11,Charged Off,credit_card,21.29
6825,6825,6725.0,36,5.42,205.85,A,A1,1,RENT,24000.0,Verified,Jan-11,Fully Paid,debt_consolidation,9.4
